c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443741.png,0,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443742.png,0,0.4750,0.6833,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443743.png,0,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443745.png,0,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443747.png,0,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443748.png,0,0.8740,0.8981,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443754.png,0,0.0000,0.0000,1,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443754.png,6,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443755.png,6,0.1729,0.8315,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443757.png,6,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443757.png,6,0.1729,0.8315,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443759.png,6,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443759.png,6,0.1729,0.8315,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443761.png,6,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443761.png,6,0.1729,0.8315,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443763.png,6,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443764.png,6,0.1729,0.8315,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443765.png,6,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443766.png,6,0.1729,0.8315,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443771.png,6,0.0000,0.0000,1,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443772.png,11,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443772.png,11,0.1750,0.7222,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443774.png,11,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443775.png,11,0.1750,0.7222,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443776.png,11,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443777.png,11,0.1750,0.7222,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443778.png,11,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443779.png,11,0.1750,0.7222,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443781.png,11,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443781.png,11,0.1750,0.7222,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443783.png,11,0.0000,0.0000,0,0
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443783.png,11,0.1750,0.7222,0,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443789.png,11,0.0000,0.0000,1,1
c:\Users\PC\Desktop\AutoRun\training\screenshot_1750443790.png,12,0.0000,0.0000,0,0
